id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata 
254,0.0011026872,0.0056279767,0.0053190803,0.0010017524,0.003115047,0.008945685,0.002121954,0.003731567,0.0027554473,0.005981839,0.00805488,0.0077546495,0.011935868,0.0024862888,0.008077359,0.089877814,0.007515245,0.0028985855,0.00043951537,0.006977174,0.010406183,0.0056155496,0.0008264899,0.0020806717,0.005703899,0.0087955,0.010422802,0.032977615,0.00643404,0.003459094,0.007248278,0.0014821881,0.0033910344,0.014662449,0.005001464,0.0028382873,0.0016866624,0.0057538156,0.001987412,0.0008121568,0.033204596,0.0047038426,0.0025554192,0.008387828,0.042108655,0.010017396,0.0050563426,0.013938388,0.007742069,0.021504303,0.0042479676,0.002384072,0.0013732596,0.0019249162,0.012544311,0.005164681,0.0020614795,0.006230428,0.0052375477,0.013135104,0.0048898705,0.009009094,0.017488305,0.0048344363,0.0028657361,0.0071865404,0.017346242,0.014585024,0.0048926566,0.0025179205,0.0012802307,0.0062014093,0.002480352,0.007591614,0.0027608257,0.0038633964,0.001077577,0.03617807,0.11392622,0.010786951,0.00049805996,0.0048277467,0.007901264,0.12524164,0.0131154815,0.0066494616,0.0009291957,0.0054294034,0.009915258,0.0062591652,0.0019609302,0.0006062068,0.0015873478,0.0020904702,0.0035599065,0.0021811281,0.010739029,0.0019035264,0.0020137255
255,0.0061977776,0.015160759,0.008940505,0.0049191844,0.017517885,0.00655737,0.0046171835,0.0042557605,0.010307507,0.00909063,0.0077390336,0.010120885,0.0045099743,0.0021150133,0.017998302,0.0037928107,0.0028245384,0.00669791,0.011390182,0.011471335,0.010199578,0.010549903,0.0033147307,0.02372759,0.00801354,0.016990807,0.016622344,0.016676687,0.014945269,0.0056284526,0.0093126865,0.0046122177,0.008679545,0.0033684426,0.007881892,0.015785977,0.0060270377,0.0067439573,0.014836203,0.00562862,0.0233214,0.01646837,0.025105977,0.010601955,0.0059432965,0.01033786,0.005274925,0.008741774,0.011260044,0.00989647,0.006906048,0.014716642,0.010356351,0.014613464,0.0071733017,0.0056400667,0.0038765937,0.017879605,0.009269155,0.0049059484,0.008608817,0.019720145,0.0054246476,0.005411274,0.0065365075,0.0050683273,0.0063796355,0.025453852,0.015089447,0.0038509832,0.008325392,0.022248762,0.008028187,0.012188847,0.008108344,0.0032182713,0.003971584,0.023128446,0.01730166,0.004075648,0.0028917438,0.0069327643,0.021023389,0.017241767,0.008564937,0.021438485,0.0038587633,0.0072922036,0.010882442,0.012424079,0.00522151,0.0030807506,0.003948066,0.00371656,0.014642039,0.014166081,0.017724527,0.008951187,0.0058006626
261,0.0046438784,0.009692974,0.0047505186,0.0042297184,0.010570692,0.0033529955,0.014228555,0.015677787,0.0061185914,0.0060662962,0.014361748,0.007711993,0.009183941,0.0067270757,0.014760571,0.0058132242,0.0039581596,0.0048127915,0.0017748411,0.018694317,0.019914182,0.012870428,0.0026264698,0.0055322167,0.026259126,0.005837914,0.0060698185,0.008664608,0.011706553,0.014408679,0.009095416,0.0026721933,0.00695028,0.0041223774,0.010345121,0.0041863383,0.0054266993,0.015962794,0.010248872,0.0069046733,0.02122185,0.00905629,0.020009786,0.0054266662,0.01516489,0.0059779794,0.010571152,0.0062905806,0.026704704,0.007673809,0.0032963885,0.0035146798,0.019214379,0.015189606,0.031128205,0.01985402,0.0044674715,0.010334013,0.009520041,0.03180802,0.011680157,0.0064990437,0.013707607,0.009879183,0.004662282,0.0048622373,0.009633714,0.017423019,0.0141292745,0.003169519,0.0027722453,0.020322587,0.0037214092,0.007868267,0.018434685,0.011267828,0.0051800464,0.009758089,0.023012284,0.0044534127,0.008610532,0.0040477896,0.023641475,0.032892235,0.0044432115,0.008486785,0.002617855,0.0033743153,0.013561578,0.004861751,0.00660152,0.0074227527,0.0021008935,0.010037537,0.0033196453,0.008086548,0.010080076,0.0036456138,0.0063709766
264,0.006091659,0.005882875,0.005500131,0.00584618,0.014726068,0.0058679394,0.011103126,0.021360738,0.009887359,0.008448631,0.009925807,0.016750831,0.016019007,0.006008453,0.016424173,0.0043948363,0.0034134397,0.0041258326,0.0041698045,0.01760801,0.008447736,0.008850663,0.0057916977,0.0077239154,0.014961768,0.012111468,0.009992457,0.006219627,0.01093091,0.011083077,0.00821039,0.005630747,0.0058820476,0.004749333,0.014593315,0.0045014364,0.003292745,0.0122602405,0.008043226,0.009262285,0.009760051,0.009292645,0.012165545,0.0065103825,0.023966933,0.0037199075,0.01311645,0.004855748,0.021857157,0.006034453,0.0036806844,0.004573391,0.022729058,0.016230142,0.028021324,0.013392899,0.00848106,0.008832241,0.009936742,0.018169675,0.007842447,0.007834192,0.010388354,0.0058112466,0.006432991,0.005954593,0.012309682,0.022848388,0.009438415,0.004309385,0.0029599087,0.017399266,0.006663471,0.007858277,0.020723606,0.017896531,0.0071007237,0.010626144,0.020343985,0.0050520375,0.004293816,0.0022362664,0.028387602,0.034096505,0.006727901,0.005478501,0.0015260443,0.0058377325,0.013190287,0.0033856686,0.0104547115,0.005957462,0.0050297966,0.012790842,0.008399936,0.0090661915,0.011915635,0.00423888,0.005772114
266,0.0149968695,0.028373793,0.015113116,0.0065365485,0.012134755,0.004382744,0.008225673,0.0041226638,0.014594692,0.011453463,0.0136038,0.013740755,0.0053591323,0.0067395642,0.013929819,0.0058520106,0.004193149,0.011059608,0.015049974,0.0060522165,0.0048294812,0.008750801,0.0023640667,0.0149799865,0.027910769,0.013294078,0.023293367,0.011577228,0.005854493,0.006466204,0.009129162,0.0047094678,0.0051670433,0.0092708785,0.005369052,0.0043038055,0.005171445,0.012230605,0.020547278,0.0037128634,0.0150647415,0.015392193,0.0094606355,0.007405521,0.0073379413,0.008649741,0.0061862106,0.0049289125,0.0053958595,0.00467424,0.0046926322,0.010300604,0.009551359,0.0047462787,0.0043539396,0.0018690106,0.008559256,0.008126237,0.013543773,0.007215904,0.009426452,0.011167392,0.0061397287,0.007247925,0.008207408,0.015249609,0.0063856645,0.028278334,0.026095187,0.0052800463,0.018855002,0.011259593,0.006997309,0.015918363,0.003735744,0.00454787,0.007218999,0.014407016,0.009354318,0.0065410775,0.006057116,0.011165137,0.019544933,0.03302723,0.011336784,0.006334514,0.0035078647,0.026886007,0.009696409,0.0052575613,0.020999746,0.0046394872,0.00476559,0.0058659846,0.0065628267,0.01082772,0.0083970865,0.0035759886,0.0073376214
271,0.0108949,0.027544936,0.010024073,0.00876874,0.020811556,0.0045451047,0.0052622464,0.0045673004,0.009764959,0.025541423,0.0077620563,0.020518789,0.004638205,0.011619771,0.013724556,0.0055422364,0.002380503,0.009806151,0.011252373,0.005228249,0.0022763517,0.012254946,0.0012953883,0.019602058,0.020010507,0.007844793,0.018506804,0.00803713,0.0065300483,0.009266673,0.010473886,0.0055781594,0.0029621604,0.0046253894,0.0066949087,0.005352675,0.006536103,0.00614657,0.01186552,0.004064642,0.02057458,0.018186426,0.0073554297,0.004879739,0.0045282296,0.007880839,0.0070572365,0.0069377287,0.002489106,0.0043820385,0.0028546476,0.010351824,0.007051137,0.0032123132,0.010240457,0.0023764702,0.0055407425,0.013559494,0.012388747,0.0041573867,0.008066694,0.013167433,0.0061382474,0.0066125584,0.005750088,0.00588714,0.01317385,0.022433009,0.066915534,0.007603062,0.01398054,0.01876118,0.010237326,0.020393435,0.0056467853,0.0043525724,0.0064111752,0.014526983,0.014335434,0.008540595,0.005367184,0.008467962,0.014158606,0.03749123,0.009461209,0.0067168972,0.0028485586,0.010629289,0.007000956,0.0047007184,0.017860461,0.0072356574,0.005815752,0.0062978654,0.0065037026,0.009926858,0.013110659,0.0024827516,0.004862619
272,0.008957472,0.010412322,0.008585711,0.0039645876,0.008661891,0.008590199,0.014695676,0.01093525,0.014524679,0.009819185,0.014148336,0.006759574,0.0063917586,0.003595449,0.023338875,0.0056800423,0.0068614935,0.0055546616,0.009410629,0.012480313,0.02077063,0.014255046,0.013967058,0.0073872744,0.009364479,0.011160539,0.009982327,0.00888808,0.0061823595,0.0074570747,0.009986313,0.0068825665,0.0059371553,0.01058464,0.0077791577,0.01413355,0.0063863667,0.015072219,0.012758982,0.006503626,0.013474263,0.00816456,0.0053892094,0.006599507,0.011116043,0.0056705824,0.0072198864,0.009704531,0.018215474,0.007388186,0.009745819,0.007553124,0.013026602,0.011828251,0.010786814,0.0057061473,0.0064835954,0.0065406593,0.006705043,0.026667941,0.00993718,0.019746838,0.0099706985,0.005652939,0.0062019434,0.009026552,0.011562087,0.018943874,0.012170964,0.007939542,0.0058750147,0.015429398,0.0046927286,0.012174811,0.014878269,0.010101661,0.007845422,0.0066207875,0.018718699,0.009432779,0.007885129,0.00541548,0.014970653,0.013416663,0.012746076,0.0060541686,0.0067443727,0.016499327,0.01088512,0.011814921,0.008902574,0.004320186,0.01134512,0.010714227,0.008819442,0.00909583,0.009088804,0.011282917,0.006283089
274,0.00037474115,0.0029677625,0.026759222,0.00012918506,0.0038964374,0.0023366865,0.0013601381,0.0017577171,0.0029744504,0.011031843,0.003344799,0.004922385,0.025950048,0.00058447476,0.011510233,0.0017475489,0.001088295,0.0011416939,0.0003053856,0.0007102008,0.008194557,0.0017766573,0.0005006587,0.0017506991,0.0067882175,0.003777214,0.019988665,0.0044617094,0.0317092,0.0010586514,0.00061948784,5.825369e-05,0.09623,0.00055554946,0.0010758443,0.003717606,0.0032368214,0.0075143306,0.001109972,0.0049100835,0.026930416,0.008302064,0.017403876,0.002430772,0.008474297,0.008963245,0.010047276,0.001987542,0.016670648,0.0048723863,0.0020613093,0.0012235425,0.0030279355,0.0060178274,0.0066468,0.0055506383,0.00021270673,0.05523402,0.0047305,0.004333877,0.0041477494,0.0015098822,0.0031076884,0.0013600426,0.0037417468,0.0016555004,0.012931996,0.0016048674,0.00032685848,0.00015731089,0.00039684458,0.004661179,0.0005635027,0.0016261297,0.0036635685,0.0010999559,0.011825184,0.16031243,0.061319225,0.0014840945,0.00026061828,0.00038531877,0.00836962,0.10884438,0.0007107395,0.0024492538,5.9355807e-05,0.0012432241,0.06517912,0.0077931923,0.00012668144,0.00029363632,0.00025455523,0.00045862462,0.014270133,0.0023083424,0.0073014745,0.00034744065,0.0027994507
276,0.0023668418,0.003294253,0.009947664,0.019620538,0.01826779,0.008513182,0.003485316,0.015893633,0.0120248245,0.005421906,0.0024087229,0.0039897193,0.00200298,0.008204622,0.012252134,0.0052269357,0.0061369697,0.0063846293,0.010188165,0.012017302,0.0035075156,0.0080333855,0.0012197013,0.0060913167,0.068446785,0.044746995,0.009216903,0.0037778988,0.016765038,0.004513879,0.0059804837,0.009918923,0.013124977,0.023792576,0.0038587174,0.013899747,0.007584155,0.0119779995,0.012255359,0.00423526,0.032663625,0.005344344,0.006133484,0.0024560513,0.008990079,0.0052404697,0.0070215925,0.004619529,0.0074455673,0.0021816464,0.004854742,0.010687678,0.014742998,0.009793061,0.009801664,0.004261795,0.0027596818,0.0036990936,0.003314482,0.0061486936,0.006927123,0.006609901,0.005186271,0.0045630075,0.0014979214,0.004699283,0.025404783,0.0085142385,0.027145779,0.008478562,0.0023265206,0.0040320386,0.009957497,0.005507072,0.0073254486,0.017145038,0.007845518,0.010106509,0.03131768,0.0032502548,0.0038940485,0.018975245,0.021335408,0.021670127,0.008844586,0.00810512,0.00086753623,0.0019568568,0.008212294,0.011258677,0.016598597,0.002122068,0.0008243139,0.025663465,0.0069373534,0.03494298,0.0070598084,0.006264744,0.0038702881
277,0.004026561,0.0044234744,0.0042872415,0.0044023995,0.01391034,0.010789472,0.006558339,0.015451816,0.015664138,0.023906374,0.010067829,0.006646116,0.0043393164,0.008481753,0.0093603935,0.0070979916,0.010341657,0.020150132,0.0167066,0.008414879,0.007425173,0.0051808725,0.001170354,0.002605617,0.056747187,0.01042648,0.0072880187,0.005094492,0.026316017,0.007638918,0.0033918407,0.0061799423,0.004497045,0.021730704,0.0026577145,0.016202288,0.006582184,0.009559698,0.0061846958,0.0024387066,0.009610354,0.009157297,0.0055763815,0.006903226,0.008194277,0.008292157,0.0053916806,0.007183279,0.0050669243,0.012148504,0.0023278096,0.0069393166,0.014558363,0.003999223,0.006508365,0.0046355245,0.014719411,0.006758475,0.012185835,0.011086532,0.0078007453,0.016489943,0.003165893,0.0052364245,0.0042302683,0.008761532,0.008519626,0.010368605,0.015459706,0.01572294,0.008145716,0.009694344,0.00430143,0.011734985,0.010080204,0.0037284577,0.0077261287,0.011915879,0.0077702496,0.0043887724,0.012199987,0.005896221,0.0064531974,0.047626264,0.010558776,0.029846698,0.010051986,0.0140718995,0.007545137,0.0054749735,0.031299558,0.0077618537,0.004023498,0.011661504,0.0042143734,0.019835882,0.005506067,0.0027974434,0.012345135
279,0.002184995,0.0069022183,0.0056612175,0.00608186,0.014926183,0.0035183323,0.009738515,0.0043198657,0.024886232,0.006127547,0.010362198,0.012545494,0.0044590286,0.003354288,0.01045133,0.0056316103,0.0057254904,0.011462036,0.031467766,0.0046198973,0.0026278514,0.009455414,0.0018082941,0.004376274,0.05343516,0.006048844,0.011767928,0.005951896,0.015515305,0.009264181,0.02624619,0.0040443805,0.00093485246,0.01378107,0.0019526371,0.009486236,0.006720469,0.014751552,0.023840372,0.005190204,0.044960424,0.003766743,0.0028792105,0.0028529891,0.009345967,0.018859107,0.0028197663,0.018116757,0.0051837903,0.0036667823,0.003317416,0.0046330565,0.00468795,0.0018118586,0.0048373444,0.0031325174,0.0136637045,0.006884493,0.0021002796,0.00892455,0.004572725,0.020104257,0.0046875877,0.0062931944,0.0038024522,0.013231756,0.015334126,0.012344993,0.030365929,0.0144390585,0.0055387714,0.008092572,0.01821463,0.014729249,0.016763793,0.0010546757,0.011048076,0.0102571435,0.004827186,0.0036822837,0.0033502916,0.006806148,0.009589885,0.049226705,0.0027575137,0.008798823,0.0021515053,0.009738839,0.0056384676,0.0056152884,0.040613897,0.0054384517,0.004098457,0.004725272,0.007944463,0.01596522,0.008662377,0.002171322,0.009252663
281,0.0047438014,0.052146148,0.00473769,0.0035888527,0.002837766,0.006784299,0.041105844,0.0020844585,0.009248524,0.0036589557,0.01370722,0.009365069,0.002743453,0.0036178092,0.018265443,0.008395098,0.0037296093,0.012780473,0.008383138,0.0046229525,0.0021508366,0.011748036,0.0010002977,0.018471882,0.010901306,0.011958282,0.0133954715,0.0075036567,0.008993856,0.0027805204,0.002468193,0.0023978564,0.0009054832,0.009541973,0.0028848606,0.004025071,0.0066940994,0.0054550823,0.028072879,0.0008128091,0.02509072,0.04004152,0.009481475,0.0051914426,0.0062065595,0.0027069598,0.011535401,0.006840284,0.001468506,0.002350706,0.0019858861,0.007394347,0.0018359054,0.009842434,0.002211724,0.0006242557,0.0069957813,0.0042403536,0.009825109,0.00316943,0.0011419237,0.06517488,0.0054249424,0.0073579242,0.0042548366,0.016157456,0.004573766,0.015061575,0.02147392,0.00771032,0.03309102,0.010026068,0.0050781807,0.012967553,0.0043512527,0.0013023046,0.004730972,0.0055298326,0.01255837,0.0011210252,0.0067919376,0.0038765986,0.022404853,0.068406105,0.0046716165,0.0019267438,0.0021084896,0.020150509,0.010568283,0.0042524645,0.026439166,0.0035838333,0.0018422883,0.01513141,0.0026997577,0.008262061,0.016323913,0.0013309853,0.012392983
284,0.0045736497,0.04188704,0.0046749907,0.0051889718,0.0069705686,0.009940161,0.011631089,0.0009847573,0.015085474,0.0068482826,0.004764773,0.009546107,0.009248971,0.004687313,0.019413535,0.014736267,0.0028861593,0.0149924,0.024764685,0.0073061623,0.0034629381,0.016303664,0.0037259597,0.011579615,0.012612866,0.012027906,0.017303012,0.031243512,0.0090562105,0.011393515,0.016421672,0.007641713,0.0013707681,0.016212888,0.009496237,0.006460452,0.008827207,0.012695056,0.023209443,0.00541189,0.025693273,0.009273729,0.0041882596,0.0061150854,0.0069281477,0.006752661,0.006047699,0.016348531,0.0036329995,0.0018297439,0.0074055083,0.008272924,0.0042104684,0.0065066307,0.0046222685,0.0026345586,0.010223251,0.0042992802,0.0038439152,0.0031544613,0.004663579,0.021268377,0.016949698,0.002796718,0.0077130017,0.00716775,0.0033514057,0.04134133,0.037591483,0.0033720494,0.013444237,0.020721769,0.008347371,0.021021197,0.005165231,0.0032861521,0.0037055581,0.020430464,0.008702959,0.004362721,0.0020265586,0.0027320194,0.01237141,0.03049971,0.009723961,0.0017583355,0.0027214177,0.012402348,0.006289974,0.005698995,0.010329238,0.0034496628,0.0032210164,0.0032094137,0.0089498265,0.007741641,0.018007282,0.001794506,0.0030983333
285,0.0053539877,0.016194504,0.005909578,0.0024801488,0.018605782,0.008491637,0.0033105337,0.003619179,0.0068858904,0.009210541,0.0042588324,0.0049284818,0.005356227,0.0075215865,0.015855713,0.012802174,0.0073657283,0.01675106,0.017373445,0.0059850104,0.009012534,0.022655526,0.0011039628,0.015547456,0.023334732,0.008355658,0.016244078,0.020707913,0.012490608,0.008058897,0.02427976,0.014032462,0.0033527478,0.022618156,0.006618738,0.00658608,0.0063609066,0.016753294,0.008369571,0.0018738449,0.011128301,0.0133159105,0.0029383418,0.009757219,0.0076900986,0.010165494,0.008015512,0.005681137,0.0014420621,0.0019656997,0.006099262,0.011110523,0.009031231,0.005470584,0.010329713,0.0022413647,0.0064608315,0.003748521,0.00929963,0.0061005475,0.0068631093,0.020239696,0.013711974,0.0062802737,0.008925031,0.0024840373,0.01099789,0.031111019,0.04997966,0.0037202034,0.013400804,0.010052681,0.0064689247,0.015787117,0.003212528,0.008085821,0.004066715,0.025809234,0.020997602,0.0071071587,0.008263267,0.00684963,0.009908042,0.013606161,0.011723088,0.0022610466,0.0018558505,0.014859841,0.008996578,0.010217094,0.022010326,0.0024436028,0.0059671574,0.005320503,0.0074116196,0.009942046,0.014813201,0.0028414058,0.002799089
287,0.004332157,0.0010797251,0.005548011,0.008338513,0.0112368865,0.016915597,0.00230106,0.010496296,0.013047075,0.027672948,0.0022876456,0.007826952,0.0030898002,0.003263791,0.005218573,0.02138673,0.01538994,0.01818359,0.0056455517,0.0036221354,0.009538509,0.007694438,0.001164867,0.013209391,0.024643043,0.027606262,0.010619888,0.005325592,0.014619786,0.02217485,0.01669642,0.0036932633,0.0040752473,0.023688441,0.0034217401,0.01720591,0.008923714,0.012171654,0.0076022395,0.0046113017,0.033822507,0.002961941,0.0047666817,0.0054628244,0.017835576,0.034125853,0.008057066,0.0044018547,0.006330885,0.0013031181,0.0047626114,0.003660467,0.007976642,0.004478608,0.006423874,0.0013569535,0.0036695334,0.0016277253,0.003415168,0.01065486,0.013109212,0.0152308205,0.007417551,0.009432435,0.017086824,0.0073586483,0.04061385,0.006800204,0.010389633,0.01972239,0.0033156183,0.008143523,0.018631537,0.005372304,0.0037967414,0.004373372,0.0019028923,0.009698619,0.026405806,0.0059061144,0.0017320883,0.004827864,0.010175983,0.02449717,0.0028772748,0.011512338,0.0021006207,0.0038895502,0.005046659,0.006007302,0.015585363,0.003639404,0.0027482198,0.022134839,0.013116439,0.026287815,0.007458948,0.002941764,0.0060479
292,0.0041943453,0.0132464385,0.008298839,0.0050351354,0.004689509,0.009504541,0.04572468,0.010144324,0.015970614,0.0072102207,0.01606706,0.010533797,0.0032342027,0.0042040185,0.016004784,0.004990025,0.0030185394,0.009809159,0.008606032,0.015713222,0.0056068227,0.014957376,0.0031547337,0.008844265,0.010613478,0.0060550827,0.0053473064,0.008705628,0.0067212745,0.0077079763,0.0075964844,0.0069369758,0.0023488996,0.010229483,0.0038299707,0.011888307,0.008099908,0.008361254,0.02120018,0.0015918837,0.026796937,0.019820342,0.0047654165,0.0052591753,0.006571616,0.0042208657,0.023624426,0.009596069,0.0048473645,0.005141971,0.006108722,0.005848362,0.0065013096,0.012932569,0.0046458943,0.00304676,0.005810119,0.002920976,0.006573021,0.009332007,0.0025277503,0.04800619,0.0050862804,0.005751238,0.0082289595,0.009568749,0.009145726,0.020211391,0.016161798,0.013300541,0.0064272024,0.016138148,0.0122865895,0.009611485,0.017508134,0.008587504,0.0076785004,0.0027380618,0.007451372,0.0030062436,0.009645726,0.0070898156,0.01714128,0.04143007,0.0048274742,0.0038058488,0.0020113462,0.007216519,0.007737192,0.016595233,0.01055634,0.014053569,0.003774764,0.040087588,0.0059151286,0.00681145,0.010083269,0.0038712353,0.0075636413
293,0.0022639968,0.006236882,0.0052602454,0.0012767098,0.0119035505,0.028908443,0.006378421,0.010709959,0.009635943,0.0043916497,0.008062553,0.008727868,0.028762395,0.0032924314,0.0041044503,0.009876018,0.0027159068,0.0018056423,0.0021043618,0.005642249,0.0398406,0.00989915,0.0044305567,0.0049231974,0.005430273,0.0124341985,0.040218852,0.00957364,0.0076692547,0.0067155813,0.003070876,0.0018148153,0.0077667837,0.005116222,0.0036602775,0.011321271,0.007967561,0.0059654303,0.0022749119,0.005437757,0.01814586,0.008164312,0.0111058,0.00425432,0.022711022,0.0128952535,0.0073653325,0.009159355,0.007987037,0.103698224,0.0063508684,0.0032249389,0.007384966,0.008376182,0.010004548,0.006904079,0.0013583915,0.032602478,0.01283716,0.0074797105,0.010976037,0.009128617,0.011567301,0.0077593676,0.0046265083,0.009457496,0.01562561,0.008470703,0.0013125895,0.002688897,0.013401763,0.003494146,0.0042774593,0.003367025,0.011314479,0.008077252,0.0046159816,0.007286836,0.02019008,0.009177277,0.0011542204,0.0010156162,0.023919705,0.023925202,0.010796326,0.017298387,0.0020383804,0.019919096,0.011423496,0.0037710073,0.0008908698,0.0016812166,0.0021878092,0.0046037477,0.014741584,0.0043988195,0.020997763,0.006407128,0.0024134675
295,0.0027791234,0.004737597,0.013447071,0.0035432524,0.0038070122,0.011817558,0.0026483187,0.0028888527,0.005407151,0.027126348,0.0061426223,0.006383261,0.0057316604,0.0349551,0.0060438216,0.026901836,0.012089767,0.015131809,0.012951292,0.0072747543,0.008983798,0.006305195,0.0021321725,0.005187946,0.009370172,0.029259982,0.013183586,0.015380799,0.036488384,0.013890902,0.004165681,0.009214929,0.006149393,0.014819761,0.0040046107,0.007222624,0.010334857,0.009150548,0.0064845663,0.003669953,0.009004519,0.006751212,0.0093216915,0.021775372,0.009836828,0.008136701,0.0062465067,0.008681994,0.011484021,0.0050051874,0.0024801968,0.009174965,0.008467092,0.010832073,0.012918674,0.002213365,0.002731006,0.0034909002,0.00456286,0.006941202,0.008702051,0.020130297,0.02632542,0.003910372,0.027235929,0.009244126,0.0052903644,0.0084999595,0.0024928793,0.010562021,0.013660338,0.0073626307,0.008504264,0.006585049,0.0038155229,0.002649955,0.0023894939,0.015589645,0.016760573,0.011228311,0.0024887875,0.0025541359,0.014316918,0.0431871,0.020245312,0.012272212,0.004337211,0.021850029,0.02893337,0.0071368287,0.0059232004,0.002133627,0.0049961573,0.0059980615,0.007430865,0.0045587006,0.0039830813,0.002693243,0.006757477
296,0.0010272181,0.003488465,0.016577728,0.0052551073,0.007977895,0.006207641,0.0040448112,0.008147559,0.0043365667,0.011108646,0.0054777996,0.012897234,0.006017016,0.008892571,0.004516061,0.02526936,0.012458487,0.010398133,0.0026512486,0.010684438,0.012948519,0.0032835538,0.0021868502,0.005956426,0.006338949,0.008164822,0.008618067,0.015646718,0.01808967,0.014445937,0.0059222043,0.003152943,0.006774906,0.008758076,0.013444015,0.0045419387,0.0045996243,0.0034451277,0.0037959646,0.00235476,0.024335338,0.020874105,0.009543008,0.0061624134,0.023224024,0.02119064,0.007690885,0.016035281,0.008002203,0.0083015235,0.0029223496,0.0077568246,0.0075429343,0.003526578,0.031778388,0.0075261667,0.0023453615,0.00978965,0.014738161,0.015257431,0.010343466,0.010394326,0.015342256,0.0054227817,0.008396556,0.006228898,0.017326549,0.009743235,0.010945541,0.0046451106,0.0045485143,0.011607379,0.007483053,0.01183841,0.008372961,0.008176987,0.0138061615,0.038722444,0.061997022,0.005277018,0.0012131634,0.0034941752,0.010283883,0.022936411,0.011763156,0.01162658,0.00043189994,0.004731331,0.038236476,0.0054574963,0.0059527345,0.001289759,0.0015891326,0.002847569,0.005353019,0.009558728,0.012596021,0.0027246305,0.008848807
297,0.006708779,0.00968387,0.009698839,0.002672942,0.011253555,0.0089028925,0.0043015773,0.008620614,0.023957986,0.006641602,0.012563926,0.0049487036,0.0059987316,0.007888663,0.0066607874,0.022100214,0.022796823,0.008635253,0.012940512,0.010433528,0.0125575,0.008202513,0.0034004995,0.0033222814,0.007472471,0.009518369,0.0109317675,0.0141526805,0.01577068,0.011732452,0.012523836,0.008625128,0.0046583153,0.023610672,0.0046781353,0.012387482,0.033855986,0.00997816,0.0062843533,0.004452796,0.015037123,0.004235722,0.0033400862,0.0044425465,0.021684013,0.027846243,0.0071138097,0.018857194,0.003124256,0.014981084,0.0043694354,0.0074442383,0.010686424,0.004041916,0.01812333,0.0037615264,0.0053843386,0.0061102067,0.005876241,0.019916417,0.0074589825,0.00666126,0.011531633,0.00745279,0.010921487,0.01091307,0.01582869,0.008160208,0.01649179,0.0036240888,0.0064319507,0.0042962264,0.0076405928,0.006402667,0.0087953415,0.0050519756,0.007849254,0.013113088,0.0137211215,0.0070243627,0.0082093915,0.0042475467,0.019787392,0.010679368,0.013978797,0.010620058,0.0030405421,0.022519067,0.0095085,0.014467335,0.0070385044,0.0031999624,0.002663081,0.0076253936,0.026045324,0.0082106935,0.0076280204,0.004393185,0.004865209
